AbilityId,Name,CoverageStatus,EffectId,HasClientCsv,HasClientBin,HasLocalizedName,HasDescriptionText,HasEffectText,HasRootEffectRow,RelatedEffectCount,ComponentCount,RequirementLinkCount,RequirementRowCount,HasPregameReference,SourcesText,MissingText
204,Claw Swipe,Mapped,7,Yes,Yes,Yes,Yes,No,Yes,2,1,0,0,No,"csv, bin, strings",effect-text
205,Get out of Combat,Mapped,150,Yes,Yes,Yes,Yes,No,Yes,3,1,0,0,No,"csv, bin, strings",effect-text
206,AP Bonanza,Mapped,714,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
207,TEST - 60u Ground Decal,Mapped,248,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
208,TEST - 120u Ground Decal,Mapped,249,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
209,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
210,Tome Tactic 1,Mapped,70,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
211,Tome Tactic 2,Mapped,70,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
212,Tome Tactic 3,Mapped,70,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
213,Tome Tactic 4,Mapped,70,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
214,Tome Tactic 5,Mapped,70,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
215,Tome Tactic 6,Mapped,70,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
216,Sub target Self Damage,Mapped,70,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
217,Hit self,Mapped,70,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
218,Siege Test 1 - DD,Mapped,412,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
219,Siege Test 2 - DD,Mapped,1306,Yes,Yes,Yes,Yes,No,Yes,10,1,0,0,No,"csv, bin, strings",effect-text
220,Siege Test 3 - AE,Mapped,412,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
221,Siege Test 4 - AE,Mapped,1306,Yes,Yes,Yes,Yes,No,Yes,10,1,0,0,No,"csv, bin, strings",effect-text
222,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
223,3rd Fail OTAR! A,Mapped,2085,Yes,Yes,Yes,Yes,No,Yes,19,1,0,0,No,"csv, bin, strings",effect-text
224,3rd Fail DTAR! B (No Fail 1 and 2),Mapped,2085,Yes,Yes,Yes,Yes,No,Yes,19,1,0,0,No,"csv, bin, strings",effect-text
225,Prayer Of more Aura like Devotion,Mapped,1639,Yes,Yes,Yes,Yes,No,Yes,9,2,0,0,No,"csv, bin, strings",effect-text
226,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
227,Test Mount Ability,Mapped,2907,Yes,Yes,Yes,Yes,No,Yes,1,4,0,0,No,"csv, bin, strings",effect-text
228,Loot buff,Mapped,1401,Yes,Yes,Yes,Yes,No,Yes,2,1,0,0,No,"csv, bin, strings",effect-text
229,GTAE w/Proj for Nate,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
230,Grant's Test Ability,Mapped,1732,Yes,Yes,Yes,Yes,No,Yes,1,2,0,0,No,"csv, bin, strings",effect-text
231,Event Fire Test,Mapped,865,Yes,Yes,Yes,Yes,No,Yes,1,2,0,0,No,"csv, bin, strings",effect-text
232,New Taunt,Mapped,538,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
233,New AE Taunt,Mapped,538,Yes,Yes,Yes,Yes,No,Yes,1,7,0,0,No,"csv, bin, strings",effect-text
234,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
235,PR- Tooltip Harbinger of Doom,Mapped,2077,Yes,Yes,Yes,Yes,No,Yes,15,5,0,0,No,"csv, bin, strings",effect-text
236,Stunner Mob,Mapped,150,Yes,Yes,Yes,Yes,No,Yes,3,1,0,0,No,"csv, bin, strings",effect-text
237,Knockdown Mob,Mapped,854,Yes,Yes,Yes,Yes,No,Yes,2,1,0,0,No,"csv, bin, strings",effect-text
238,Knockback Mob,Mapped,150,Yes,Yes,Yes,Yes,No,Yes,3,1,0,0,No,"csv, bin, strings",effect-text
239,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
240,Charge!,Mapped,87,Yes,Yes,Yes,Yes,No,Yes,4,5,0,0,No,"csv, bin, strings",effect-text
241,Hold The Line!,MappedWithRequirements,108,Yes,Yes,Yes,Yes,No,Yes,1,5,1,1,No,"csv, bin, strings, requirements",effect-text
242,Juggernaut,Mapped,107,Yes,Yes,Yes,Yes,No,Yes,1,4,0,0,No,"csv, bin, strings",effect-text
243,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
244,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
245,Flee,Mapped,69,Yes,Yes,Yes,Yes,No,Yes,4,10,0,0,No,"csv, bin, strings",effect-text
246,Book Of Binding,Mapped,109,Yes,Yes,Yes,Yes,No,Yes,2,1,0,0,No,"csv, bin, strings",effect-text
247,Panic!,Mapped,69,Yes,Yes,Yes,Yes,No,Yes,4,3,0,0,No,"csv, bin, strings",effect-text
248,"Dispel Career Mechanics, Continued",Mapped,69,Yes,Yes,Yes,Yes,No,Yes,4,8,0,0,No,"csv, bin, strings",effect-text
249,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
250,; TEST Career Passives,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
251,Grudge Bearer,Partial,564,No,Yes,Yes,Yes,No,No,1,4,0,0,No,"bin, strings","csv, effect-text, effect-row"
252,Grudge Counter x5,Partial,564,No,Yes,Yes,Yes,No,No,1,1,0,0,No,"bin, strings","csv, effect-text, effect-row"
253,Grudge Counter Dispel Tracker,Partial,564,No,Yes,Yes,Yes,No,No,1,3,0,0,No,"bin, strings","csv, effect-text, effect-row"
254,Grudge Counter x10,Partial,564,No,Yes,Yes,Yes,No,No,1,1,0,0,No,"bin, strings","csv, effect-text, effect-row"
255,Grudge Counter x30,Partial,564,No,Yes,Yes,Yes,No,No,1,1,0,0,No,"bin, strings","csv, effect-text, effect-row"
256,Grudge Counter x3,Partial,564,No,Yes,Yes,Yes,No,No,1,1,0,0,No,"bin, strings","csv, effect-text, effect-row"
257,Grudge Counter x3,Partial,564,No,Yes,Yes,Yes,No,No,1,2,0,0,No,"bin, strings","csv, effect-text, effect-row"
258,Da' Plan,Mapped,74,Yes,Yes,Yes,Yes,No,Yes,1,2,0,0,No,"csv, bin, strings",effect-text
259,Dispel all Plans,Partial,,No,Yes,Yes,Yes,No,No,0,1,0,0,No,"bin, strings","csv, effect-text, effect-row"
260,Plan target Switch,Mapped,74,Yes,Yes,Yes,Yes,No,Yes,1,5,0,0,No,"csv, bin, strings",effect-text
261,Dispel all Plans Delayed,Partial,,No,Yes,Yes,Yes,No,No,0,2,0,0,No,"bin, strings","csv, effect-text, effect-row"
262,Dispel one Plan,Partial,,No,Yes,Yes,Yes,No,No,0,1,0,0,No,"bin, strings","csv, effect-text, effect-row"
263,Waaagh!,Mapped,263,Yes,Yes,Yes,Yes,No,Yes,5,3,0,0,No,"csv, bin, strings",effect-text
264,Waaagh! Heal Counter,MappedWithRequirements,263,Yes,Yes,Yes,Yes,No,Yes,5,3,2,2,No,"csv, bin, strings, requirements",effect-text
265,Waaagh! Dispel - End of Combat,Partial,,No,Yes,Yes,Yes,No,No,0,1,0,0,No,"bin, strings","csv, effect-text, effect-row"
266,Waaagh! Damage Counter,MappedWithRequirements,263,Yes,Yes,Yes,Yes,No,Yes,5,2,2,2,No,"csv, bin, strings, requirements",effect-text
267,Waaagh!,Mapped,263,Yes,Yes,Yes,Yes,No,Yes,5,10,0,0,No,"csv, bin, strings",effect-text
268,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
269,Inquisition,Mapped,1510,Yes,Yes,Yes,Yes,No,Yes,5,5,0,0,No,"csv, bin, strings",effect-text
270,Accusation,Mapped,1510,Yes,Yes,Yes,Yes,No,Yes,5,1,0,0,No,"csv, bin, strings",effect-text
271,Forgotten Accusations,Mapped,1510,Yes,Yes,Yes,Yes,No,Yes,5,2,0,0,No,"csv, bin, strings",effect-text
272,Accusation,Mapped,1510,Yes,Yes,Yes,Yes,No,Yes,5,1,0,0,No,"csv, bin, strings",effect-text
273,Witch Elf Frenzy,Mapped,2559,Yes,Yes,Yes,Yes,No,Yes,25,5,0,0,No,"csv, bin, strings",effect-text
274,Frenzy Points,Mapped,2559,Yes,Yes,Yes,Yes,No,Yes,25,1,0,0,No,"csv, bin, strings",effect-text
275,Waning Frenzy,Mapped,2559,Yes,Yes,Yes,Yes,No,Yes,25,2,0,0,No,"csv, bin, strings",effect-text
276,Dispel One Balance,Partial,,No,Yes,Yes,Yes,No,No,0,1,0,0,No,"bin, strings","csv, effect-text, effect-row"
277,Balance,Mapped,2184,Yes,Yes,Yes,Yes,No,Yes,4,2,0,0,No,"csv, bin, strings",effect-text
278,Sword Dance,Mapped,2184,Yes,Yes,Yes,Yes,No,Yes,4,5,0,0,No,"csv, bin, strings",effect-text
279,Dispel all Balance,Partial,,No,Yes,Yes,Yes,No,No,0,1,0,0,No,"bin, strings","csv, effect-text, effect-row"
280,Dispel all Balance Delayed,Partial,,No,Yes,Yes,Yes,No,No,0,2,0,0,No,"bin, strings","csv, effect-text, effect-row"
281,Soul Reaping,Mapped,2700,Yes,Yes,Yes,Yes,No,Yes,56,1,0,0,No,"csv, bin, strings",effect-text
282,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
283,High Magic,Mapped,2400,Yes,Yes,Yes,Yes,No,Yes,1,5,0,0,No,"csv, bin, strings",effect-text
284,High Magic Heal Counter,Mapped,2400,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
285,High Magic Dispel - End Of Combat,Partial,,No,Yes,Yes,Yes,No,No,0,1,0,0,No,"bin, strings","csv, effect-text, effect-row"
286,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
287,Dark Magic,MappedWithRequirements,2625,Yes,Yes,Yes,Yes,No,Yes,1,10,10,5,No,"csv, bin, strings, requirements",effect-text
288,Dark Magic x25,Mapped,2625,Yes,Yes,Yes,Yes,No,Yes,1,2,0,0,No,"csv, bin, strings",effect-text
289,Dark Magic x5,Mapped,2625,Yes,Yes,Yes,Yes,No,Yes,1,2,0,0,No,"csv, bin, strings",effect-text
290,Dark Magic x10,Mapped,2625,Yes,Yes,Yes,Yes,No,Yes,1,2,0,0,No,"csv, bin, strings",effect-text
291,Backlash,MappedWithRequirements,2626,Yes,Yes,Yes,Yes,No,Yes,1,10,10,5,No,"csv, bin, strings, requirements",effect-text
292,Miscast!,MappedWithRequirements,2626,Yes,Yes,Yes,Yes,No,Yes,1,5,5,5,No,"csv, bin, strings, requirements",effect-text
293,Dark Magic Dispel Tracker,Mapped,2625,Yes,Yes,Yes,Yes,No,Yes,1,3,0,0,No,"csv, bin, strings",effect-text
294,Dark Magic x20,Mapped,2625,Yes,Yes,Yes,Yes,No,Yes,1,2,0,0,No,"csv, bin, strings",effect-text
295,Hatred Master,Mapped,2476,Yes,Yes,Yes,Yes,No,Yes,1,5,0,0,No,"csv, bin, strings",effect-text
296,Hatred,Mapped,2476,Yes,Yes,Yes,Yes,No,Yes,1,2,0,0,No,"csv, bin, strings",effect-text
297,Hatred Counter Dispel Tracker,Mapped,2476,Yes,Yes,Yes,Yes,No,Yes,1,3,0,0,No,"csv, bin, strings",effect-text
298,Combustion x40,Mapped,1624,Yes,Yes,Yes,Yes,No,Yes,1,2,0,0,No,"csv, bin, strings",effect-text
299,Combustion,MappedWithRequirements,1623,Yes,Yes,Yes,Yes,No,Yes,1,10,10,5,No,"csv, bin, strings, requirements",effect-text
300,Combustion x10,Mapped,1624,Yes,Yes,Yes,Yes,No,Yes,1,2,0,0,No,"csv, bin, strings",effect-text
301,Explosion,MappedWithRequirements,1625,Yes,Yes,Yes,Yes,No,Yes,4,10,10,5,No,"csv, bin, strings, requirements",effect-text
302,Combustion x20,Mapped,1624,Yes,Yes,Yes,Yes,No,Yes,1,2,0,0,No,"csv, bin, strings",effect-text
303,Combustion Dispel Tracker,Mapped,1623,Yes,Yes,Yes,Yes,No,Yes,1,3,0,0,No,"csv, bin, strings",effect-text
304,Combustion x25,Mapped,1624,Yes,Yes,Yes,Yes,No,Yes,1,2,0,0,No,"csv, bin, strings",effect-text
305,Righteous Fury +60,Mapped,1652,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
306,Righteous Fury +20,Mapped,1652,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
307,Righteous Fury +30,Mapped,1652,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
308,Righteous Fury +40,Mapped,1652,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
309,Righteous Fury +50,Mapped,1652,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
310,Righteous Fury +100,Mapped,1652,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
311,Righteous Fury Passive,Mapped,1652,Yes,Yes,Yes,Yes,No,Yes,1,2,0,0,No,"csv, bin, strings",effect-text
312,Righteous Fury +45,Mapped,1652,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
313,Righteous Fury +50,Mapped,1652,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
314,Soul Reaping +20,Mapped,2700,Yes,Yes,Yes,Yes,No,Yes,56,1,0,0,No,"csv, bin, strings",effect-text
315,Soul Reaping +25,Mapped,2700,Yes,Yes,Yes,Yes,No,Yes,56,1,0,0,No,"csv, bin, strings",effect-text
316,Soul Reaping +30,Mapped,2700,Yes,Yes,Yes,Yes,No,Yes,56,1,0,0,No,"csv, bin, strings",effect-text
317,Soul Reaping +40,Mapped,2700,Yes,Yes,Yes,Yes,No,Yes,56,1,0,0,No,"csv, bin, strings",effect-text
318,Soul Reaping +50,Mapped,2700,Yes,Yes,Yes,Yes,No,Yes,56,1,0,0,No,"csv, bin, strings",effect-text
319,Soul Reaping +55,Mapped,2700,Yes,Yes,Yes,Yes,No,Yes,56,1,0,0,No,"csv, bin, strings",effect-text
320,Soul Reaping Passive Build,Mapped,2700,Yes,Yes,Yes,Yes,No,Yes,56,2,0,0,No,"csv, bin, strings",effect-text
321,Soul Reaping +100,Mapped,2700,Yes,Yes,Yes,Yes,No,Yes,56,1,0,0,No,"csv, bin, strings",effect-text
322,Soul Reaping +35,Mapped,2700,Yes,Yes,Yes,Yes,No,Yes,56,1,0,0,No,"csv, bin, strings",effect-text
323,Righteous Fury +60,Mapped,1652,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
324,Soul Reaping +60,Mapped,2700,Yes,Yes,Yes,Yes,No,Yes,56,1,0,0,No,"csv, bin, strings",effect-text
325,Righteous Fury +35,Mapped,1652,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
326,Righteous Fury +95,Mapped,1653,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
327,Righteous Fury +15,Mapped,1652,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
328,Righteous Fury +25,Mapped,1652,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
329,Soul Reaping +45,Mapped,2700,Yes,Yes,Yes,Yes,No,Yes,56,1,0,0,No,"csv, bin, strings",effect-text
330,Soul Reaping +15,Mapped,2700,Yes,Yes,Yes,Yes,No,Yes,56,1,0,0,No,"csv, bin, strings",effect-text
331,Righteous Fury +55,Mapped,1653,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
332,High Magic,Mapped,2400,Yes,Yes,Yes,Yes,No,Yes,1,10,0,0,No,"csv, bin, strings",effect-text
333,High Magic,Mapped,2400,Yes,Yes,Yes,Yes,No,Yes,1,3,0,0,No,"csv, bin, strings",effect-text
334,High Magic Heal Counter,Mapped,2400,Yes,Yes,Yes,Yes,No,Yes,1,3,0,0,No,"csv, bin, strings",effect-text
335,High Magic Damage Counter,Mapped,2400,Yes,Yes,Yes,Yes,No,Yes,1,2,0,0,No,"csv, bin, strings",effect-text
336,High Magic Dispel - End Of Combat,Partial,,No,Yes,Yes,Yes,No,No,0,1,0,0,No,"bin, strings","csv, effect-text, effect-row"
337,High Magic add 6 heal counters,Mapped,2400,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
338,High Magic add 1 heal counter,Mapped,2400,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
339,High Magic add 1 damage counter,Mapped,2400,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
340,Hatred,Mapped,2476,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
341,Witch Hunter Inquisition,Mapped,1510,Yes,Yes,Yes,Yes,No,Yes,5,5,0,0,No,"csv, bin, strings",effect-text
342,Witch Elf Frenzy,Mapped,2559,Yes,Yes,Yes,Yes,No,Yes,25,5,0,0,No,"csv, bin, strings",effect-text
343,Hatred,Mapped,2476,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
344,Righteous Fury +90,Mapped,1652,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
345,Soul Reaping +90,Mapped,2700,Yes,Yes,Yes,Yes,No,Yes,56,1,0,0,No,"csv, bin, strings",effect-text
346,Righteous Fury +10,Mapped,1652,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
347,Hatred,Mapped,2476,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
348,Dark Magic x40,Mapped,2625,Yes,Yes,Yes,Yes,No,Yes,1,2,0,0,No,"csv, bin, strings",effect-text
349,Dark Magic x15,Mapped,2625,Yes,Yes,Yes,Yes,No,Yes,1,2,0,0,No,"csv, bin, strings",effect-text
350,Combustion x5,Mapped,1624,Yes,Yes,Yes,Yes,No,Yes,1,2,0,0,No,"csv, bin, strings",effect-text
351,Combustion x15,Mapped,1624,Yes,Yes,Yes,Yes,No,Yes,1,2,0,0,No,"csv, bin, strings",effect-text
352,Hate Counter Dispel Tracker,Mapped,2476,Yes,Yes,Yes,Yes,No,Yes,1,3,0,0,No,"csv, bin, strings",effect-text
353,Hatred x 5,Mapped,2476,Yes,Yes,Yes,Yes,No,Yes,1,2,0,0,No,"csv, bin, strings",effect-text
354,Hatred x 3,Mapped,2476,Yes,Yes,Yes,Yes,No,Yes,1,2,0,0,No,"csv, bin, strings",effect-text
355,Hatred x 10,Mapped,2476,Yes,Yes,Yes,Yes,No,Yes,1,2,0,0,No,"csv, bin, strings",effect-text
356,Grudge Counter x10,Partial,564,No,Yes,Yes,Yes,No,No,1,2,0,0,No,"bin, strings","csv, effect-text, effect-row"
357,Grudge Counter x5,Partial,564,No,Yes,Yes,Yes,No,No,1,2,0,0,No,"bin, strings","csv, effect-text, effect-row"
358,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
359,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
360,Penetrating Round,Mapped,21,Yes,Yes,Yes,Yes,No,Yes,6,1,0,0,No,"csv, bin, strings",effect-text
361,Machine Gun,Mapped,22,Yes,Yes,Yes,Yes,No,Yes,3,1,0,0,No,"csv, bin, strings",effect-text
362,Shock Grenade,Mapped,24,Yes,Yes,Yes,Yes,No,Yes,3,1,0,0,No,"csv, bin, strings",effect-text
363,High-Explosive Grenade,Mapped,25,Yes,Yes,Yes,Yes,No,Yes,4,1,0,0,No,"csv, bin, strings",effect-text
364,Flamethrower,Mapped,27,Yes,Yes,Yes,Yes,No,Yes,3,1,0,0,No,"csv, bin, strings",effect-text
365,Steam Vent,Mapped,28,Yes,Yes,Yes,Yes,No,Yes,3,1,0,0,No,"csv, bin, strings",effect-text
366,Daemonic Fire,Mapped,44,Yes,Yes,Yes,Yes,No,Yes,6,1,0,0,No,"csv, bin, strings",effect-text
367,Daemonic Consumption,Mapped,45,Yes,Yes,Yes,Yes,No,Yes,2,1,0,0,No,"csv, bin, strings",effect-text
368,Warping Energy,Mapped,46,Yes,Yes,Yes,Yes,No,Yes,6,1,0,0,No,"csv, bin, strings",effect-text
369,Coruscating Energy,Mapped,47,Yes,Yes,Yes,Yes,No,Yes,3,1,0,0,No,"csv, bin, strings",effect-text
370,Flame of Tzeentch,Mapped,48,Yes,Yes,Yes,Yes,No,Yes,4,1,0,0,No,"csv, bin, strings",effect-text
371,Flames of Change,Mapped,49,Yes,Yes,Yes,Yes,No,Yes,3,1,0,0,No,"csv, bin, strings",effect-text
372,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
373,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
374,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
375,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
376,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
377,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
378,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
379,Detonation Test,Mapped,2919,Yes,Yes,Yes,Yes,No,Yes,3,7,0,0,No,"csv, bin, strings",effect-text
380,Pink Horror GFXMOD Autoattack Override,Partial,,No,Yes,Yes,Yes,No,No,0,7,0,0,No,"bin, strings","csv, effect-text, effect-row"
381,Flamer GFXMOD Autoattack Override,Partial,,No,Yes,Yes,Yes,No,No,0,7,0,0,No,"bin, strings","csv, effect-text, effect-row"
382,Blue Horror GFXMOD Autoattack Override,Partial,,No,Yes,Yes,Yes,No,No,0,7,0,0,No,"bin, strings","csv, effect-text, effect-row"
383,Detonation,Mapped,2919,Yes,Yes,Yes,Yes,No,Yes,3,2,0,0,No,"csv, bin, strings",effect-text
384,; TEST Squig Herder Pet Purchase Dummies,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
385,Squig Squeal,Mapped,18,Yes,Yes,Yes,Yes,No,Yes,3,1,0,0,No,"csv, bin, strings",effect-text
386,Death From Above,Mapped,7,Yes,Yes,Yes,Yes,No,Yes,2,1,0,0,No,"csv, bin, strings",effect-text
387,Gore,Mapped,10,Yes,Yes,Yes,Yes,No,Yes,3,1,0,0,No,"csv, bin, strings",effect-text
388,Head Butt,Mapped,11,Yes,Yes,Yes,Yes,No,Yes,9,1,0,0,No,"csv, bin, strings",effect-text
389,Goop Shootin',Mapped,12,Yes,Yes,Yes,Yes,No,Yes,8,1,0,0,No,"csv, bin, strings",effect-text
390,Spore Cloud,Mapped,13,Yes,Yes,Yes,Yes,No,Yes,10,1,0,0,No,"csv, bin, strings",effect-text
391,Poisoned Spine,Mapped,9,Yes,Yes,Yes,Yes,No,Yes,48,1,0,0,No,"csv, bin, strings",effect-text
392,Spine Fling,Mapped,8,Yes,Yes,Yes,Yes,No,Yes,7,1,0,0,No,"csv, bin, strings",effect-text
393,; TEST End,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
394,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
395,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
396,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
397,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
398,Knockback Immunity,Mapped,104,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
399,(unnamed),BlankSlot,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
400,Root Ward,MappedWithRequirements,104,Yes,Yes,Yes,Yes,No,Yes,1,4,2,2,No,"csv, bin, strings, requirements",effect-text
401,Root Ward Counters,Mapped,104,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
402,Unstoppable,Mapped,105,Yes,Yes,Yes,Yes,No,Yes,1,3,0,0,No,"csv, bin, strings",effect-text
403,Unstoppable,Mapped,105,Yes,Yes,Yes,Yes,No,Yes,1,3,0,0,No,"csv, bin, strings",effect-text
404,Unstoppable,Mapped,105,Yes,Yes,Yes,Yes,No,Yes,1,3,0,0,No,"csv, bin, strings",effect-text
405,Unstoppable,Mapped,105,Yes,Yes,Yes,Yes,No,Yes,1,3,0,0,No,"csv, bin, strings",effect-text
406,Unstoppable,Mapped,105,Yes,Yes,Yes,Yes,No,Yes,1,3,0,0,No,"csv, bin, strings",effect-text
407,Unstoppable,Mapped,105,Yes,Yes,Yes,Yes,No,Yes,1,3,0,0,No,"csv, bin, strings",effect-text
408,Immovable,Mapped,104,Yes,Yes,Yes,Yes,No,Yes,1,4,0,0,No,"csv, bin, strings",effect-text
409,Taunt Counters,Partial,,No,Yes,Yes,Yes,No,No,0,1,0,0,No,"bin, strings","csv, effect-text, effect-row"
410,Unearthly Shriek,Mapped,538,Yes,Yes,Yes,Yes,No,Yes,1,7,0,0,No,"csv, bin, strings",effect-text
411,Freedom,Mapped,104,Yes,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"csv, bin, strings",effect-text
412,Unstoppable,Mapped,105,Yes,Yes,Yes,Yes,No,Yes,1,3,0,0,No,"csv, bin, strings",effect-text
